CUSTOMER_CODE,INVOICE_CODE,AMOUNT,DATE
CUST0000092932,IN00014385,202.61,13-07-2011
CUST0000044409,IN00064438,472.71,06-09-2012
CUST0000041816,IN00039615,393.3,29-10-2012
CUST0000018606,IN00094521,921.21,08-06-2020
CUST0000098017,IN00022636,282.24,01-07-2015
CUST0000047891,IN00013224,309.8,05-08-2017
CUST0000077380,IN00037107,270.95,21-12-2012
CUST0000043110,IN00058807,839.21,02-06-2020
CUST0000052310,IN00093566,617.77,20-09-2013
CUST0000098489,IN00025434,374.16,15-05-2014
CUST0000004881,IN00053438,857.82,09-12-2019
CUST0000031559,IN00097037,767.82,30-12-2016
CUST0000049830,IN00001989,557.98,11-04-2017
CUST0000027125,IN00048658,693.63,21-11-2021
CUST0000039681,IN00022389,367.04,01-10-2020
CUST0000067863,IN00045957,552.18,23-05-2016
CUST0000095624,IN00091320,923.88,22-08-2012
CUST0000098289,IN00099560,854.61,20-06-2013
CUST0000013866,IN00065192,694.9,23-03-2012
CUST0000002160,IN00051406,918.38,05-07-2013
CUST0000013162,IN00074243,781.64,27-08-2019
CUST0000099312,IN00042419,14.89,04-05-2012
CUST0000031534,IN00088294,122.69,01-03-2020
CUST0000045189,IN00041299,912.42,25-10-2012
CUST0000023557,IN00013938,861.77,29-05-2015
CUST0000099523,IN00037493,647.06,21-09-2020
CUST0000092492,IN00090533,273.25,02-04-2019
CUST0000050316,IN00027965,35.19,10-08-2013
CUST0000062837,IN00074176,24.73,10-11-2016
CUST0000005823,IN00031473,289.7,27-01-2013
CUST0000075707,IN00006975,214.24,17-06-2013
CUST0000035003,IN00036672,236.63,06-03-2014
CUST0000066568,IN00042481,484.88,17-04-2015
CUST0000099795,IN00036578,202.63,23-12-2021
CUST0000031263,IN00076015,286.6,09-06-2015
CUST0000013607,IN00049702,171.94,25-09-2019
CUST0000056512,IN00019190,481.7,25-08-2018
CUST0000046555,IN00060595,136.68,14-03-2016
CUST0000089660,IN00016612,844.89,28-06-2012
CUST0000031416,IN00056827,209.28,03-07-2013
CUST0000068388,IN00063345,251.38,08-02-2016
CUST0000054751,IN00061950,336.19,19-07-2016
CUST0000031348,IN00026539,322.05,02-09-2012
CUST0000016583,IN00099346,340.38,11-01-2020
CUST0000040574,IN00079774,439.24,31-08-2012
CUST0000099022,IN00023674,59.87,26-04-2014
CUST0000021287,IN00013829,765.51,09-04-2014
CUST0000037024,IN00059921,262.58,12-04-2015
CUST0000029546,IN00003661,382.37,27-05-2015
CUST0000016836,IN00067890,267.15,10-12-2021
CUST0000090250,IN00031407,126.35,16-01-2012
CUST0000094464,IN00016876,284.66,07-07-2016
CUST0000060181,IN00014581,159.3,10-02-2016
CUST0000003009,IN00047011,180.68,04-01-2018
CUST0000068116,IN00085044,192.57,05-06-2017
CUST0000033002,IN00050586,369.32,10-01-2012
CUST0000081331,IN00004990,56.36,19-06-2017
CUST0000043931,IN00035894,521.24,29-04-2011
CUST0000068767,IN00085515,65.92,09-02-2016
CUST0000072069,IN00029406,746.31,22-06-2015
CUST0000023503,IN00002628,108.49,09-08-2019
CUST0000080678,IN00047086,746.12,26-09-2019
CUST0000094020,IN00047982,178.08,02-10-2012
CUST0000044493,IN00082723,946.86,28-01-2020
CUST0000008996,IN00010584,481.16,09-03-2017
CUST0000076797,IN00049675,893.86,20-07-2019
CUST0000044684,IN00037136,439.4,03-07-2021
CUST0000044456,IN00020031,419.28,25-04-2012
CUST0000077781,IN00098877,669.54,07-12-2016
CUST0000016918,IN00091946,319.06,18-06-2015
CUST0000080260,IN00068875,758.45,02-10-2016
CUST0000076209,IN00092275,32.82,24-04-2013
CUST0000081055,IN00036852,171.61,20-04-2015
CUST0000020480,IN00001560,45.07,23-01-2011
CUST0000010326,IN00010560,52.94,03-05-2018
CUST0000049279,IN00029471,209.31,14-08-2017
CUST0000026600,IN00040793,714.03,16-08-2018
CUST0000077553,IN00033508,353.39,04-05-2021
CUST0000045905,IN00069661,124.2,02-09-2013
CUST0000004261,IN00009042,844.16,16-10-2013
CUST0000095926,IN00062327,777.04,17-07-2017
CUST0000047296,IN00015016,599.47,10-02-2013
CUST0000039072,IN00053203,331.69,04-02-2021
CUST0000033832,IN00030789,518.67,31-12-2012
CUST0000087599,IN00074583,454.27,15-04-2020
CUST0000084102,IN00097007,998.25,12-10-2020
CUST0000047952,IN00009499,803.55,14-11-2011
CUST0000037225,IN00066665,755.86,26-06-2017
CUST0000000054,IN00085880,322.77,19-04-2012
CUST0000071629,IN00060741,14,05-04-2013
CUST0000001397,IN00037328,22.87,22-10-2016
CUST0000057108,IN00065203,586.62,10-04-2019
CUST0000037771,IN00080120,175.3,12-04-2020
CUST0000076891,IN00040278,37.25,23-10-2018
CUST0000062099,IN00001340,503.05,31-10-2018
CUST0000024222,IN00019837,948.07,25-10-2011
CUST0000069244,IN00061617,332.85,01-03-2013
CUST0000051685,IN00043521,526.76,25-10-2017
CUST0000057637,IN00059106,977.37,26-12-2016
CUST0000043887,IN00036118,423.36,13-04-2012
CUST0000038661,IN00017540,576.06,12-06-2015
CUST0000057559,IN00034361,150.02,28-12-2018
CUST0000007032,IN00023620,66.1,26-06-2016
CUST0000096577,IN00009928,829.07,03-05-2021
CUST0000039960,IN00027755,352.06,15-11-2016
CUST0000081211,IN00066033,168.55,26-07-2015
CUST0000081209,IN00038833,82.38,27-07-2021
CUST0000091845,IN00064809,860.17,30-10-2018
CUST0000070783,IN00071868,859.34,07-05-2021
CUST0000049058,IN00054879,829.8,29-07-2019
CUST0000035206,IN00089497,366.38,03-05-2017
CUST0000095647,IN00001724,408.23,22-10-2016
CUST0000067181,IN00004792,829.68,23-04-2020
CUST0000008158,IN00034837,879.21,17-10-2013
CUST0000017705,IN00044694,622.79,31-05-2018
CUST0000062014,IN00056320,626.14,25-08-2013
CUST0000091676,IN00028820,119.95,10-01-2018
CUST0000095601,IN00049179,767.11,27-05-2011
CUST0000014934,IN00011825,470.03,24-01-2020
CUST0000072370,IN00053155,568.8,20-02-2016
CUST0000064884,IN00028161,397.24,28-10-2020
CUST0000009661,IN00094699,515.34,24-11-2011
CUST0000040523,IN00015519,690.1,30-08-2016
CUST0000042535,IN00003397,242.76,11-11-2019
CUST0000098005,IN00096927,132.94,01-12-2021
CUST0000005240,IN00092874,47.43,27-10-2012
CUST0000055719,IN00094701,570.17,06-01-2011
CUST0000038175,IN00065270,214.6,17-02-2019
CUST0000015083,IN00025146,474.99,17-11-2013
CUST0000037108,IN00063543,660.85,13-04-2018
CUST0000036561,IN00070573,981.34,23-05-2018
CUST0000077034,IN00089856,454.13,31-03-2018
CUST0000017322,IN00098531,692.65,15-04-2013
CUST0000014457,IN00073541,685.92,09-06-2013
CUST0000098935,IN00052774,393.27,16-10-2021
CUST0000036138,IN00020117,669.06,16-01-2019
CUST0000029047,IN00086343,9.93,10-02-2015
CUST0000081586,IN00092482,459.17,21-10-2020
CUST0000090661,IN00083952,165.48,16-08-2016
CUST0000096581,IN00030980,627.92,30-10-2011
CUST0000042138,IN00014699,680.52,16-10-2018
CUST0000048420,IN00036769,336.09,01-03-2020
CUST0000020483,IN00006477,909.79,25-01-2020
CUST0000083553,IN00062102,327.07,07-07-2015
CUST0000012820,IN00097313,483.77,11-10-2020
CUST0000052335,IN00077060,22.37,02-11-2020
CUST0000004429,IN00022321,150.15,20-03-2016
CUST0000030759,IN00065029,117.59,16-06-2014
CUST0000079800,IN00033107,261.59,28-02-2013
CUST0000087265,IN00023090,132.94,11-05-2014
CUST0000048885,IN00048583,447.39,08-10-2016
CUST0000035816,IN00082439,36.38,03-05-2011
CUST0000023489,IN00012066,275.01,30-07-2019
CUST0000075091,IN00089013,134.17,20-06-2016
CUST0000040780,IN00097122,605.53,09-04-2015
CUST0000070926,IN00024707,250.19,11-11-2020
CUST0000085108,IN00055043,795.74,27-03-2011
CUST0000087885,IN00082744,299.31,23-06-2012
CUST0000068454,IN00041962,97.71,15-02-2012
CUST0000055945,IN00003949,568.1,03-08-2020
CUST0000001913,IN00098137,439.38,10-11-2017
CUST0000074245,IN00048068,12.99,03-12-2012
CUST0000064393,IN00012411,22.76,22-03-2016
CUST0000063013,IN00004957,447.38,22-08-2012
CUST0000025840,IN00079664,498.6,22-09-2016
CUST0000046352,IN00074406,754.23,02-11-2011
CUST0000070798,IN00050125,630.27,11-05-2012
CUST0000056517,IN00052227,911.85,31-12-2011
CUST0000069582,IN00030648,741.8,09-02-2016
CUST0000071436,IN00068810,980.99,15-03-2012
CUST0000031721,IN00081562,517.53,04-10-2015
CUST0000088719,IN00079075,692.49,27-04-2012
CUST0000081342,IN00041253,141.92,12-06-2017
CUST0000030673,IN00036093,48.1,01-03-2013
CUST0000057142,IN00047789,828.91,04-04-2015
CUST0000075081,IN00045339,721.81,08-03-2013
CUST0000083370,IN00040251,106.67,12-11-2017
CUST0000072193,IN00021231,703.13,29-01-2016
CUST0000093449,IN00059122,698.01,18-10-2018
CUST0000026379,IN00035372,984.53,07-02-2014
CUST0000025015,IN00037148,215.54,19-10-2012
CUST0000038194,IN00086411,314.89,24-02-2012
CUST0000035180,IN00014855,39.03,25-10-2013
CUST0000040821,IN00082132,386.31,08-06-2013
CUST0000021919,IN00067790,950.91,10-04-2020
CUST0000063166,IN00013390,4.03,22-04-2011
CUST0000010055,IN00078980,692.12,05-06-2016
CUST0000052257,IN00071827,532.17,25-03-2016
CUST0000042768,IN00035210,59.01,13-08-2011
CUST0000004950,IN00077753,938.36,16-12-2021
CUST0000002197,IN00076333,604.36,06-06-2013
CUST0000083724,IN00084248,561.67,23-06-2016
CUST0000083621,IN00081935,411.28,01-08-2012
CUST0000026349,IN00073109,17.81,21-10-2018
CUST0000066437,IN00059487,992.86,20-12-2019
CUST0000073887,IN00053774,275.89,13-01-2013
CUST0000090348,IN00084653,895.47,14-06-2017
CUST0000047627,IN00025567,153.18,27-06-2016
CUST0000009913,IN00012462,902.48,31-10-2012
CUST0000042857,IN00019836,925.82,18-10-2018
CUST0000097484,IN00010012,288.95,01-01-2012
CUST0000057271,IN00020061,770.76,18-10-2013
CUST0000005548,IN00027259,352.99,03-07-2018
CUST0000017898,IN00053888,998.34,05-03-2019
CUST0000082846,IN00011342,161.45,04-06-2021
CUST0000057850,IN00090967,381.52,17-01-2016
CUST0000053083,IN00048741,327.71,01-11-2017
CUST0000030933,IN00080952,495.84,23-06-2019
CUST0000069728,IN00049091,385.29,23-03-2013
CUST0000076142,IN00003927,949.04,22-01-2017
CUST0000012350,IN00028105,656.25,03-12-2020
CUST0000044884,IN00097299,464.97,30-10-2016
CUST0000008533,IN00088997,475.86,02-11-2019
CUST0000083177,IN00092209,138.86,17-02-2021
CUST0000016057,IN00062969,757.57,12-09-2019
CUST0000087645,IN00047148,38.88,09-08-2021
CUST0000027120,IN00064028,52.02,17-11-2021
CUST0000022004,IN00023919,41.42,01-08-2021
CUST0000013879,IN00023736,147.28,03-02-2015
CUST0000008314,IN00011791,48.61,20-05-2011
CUST0000010804,IN00027068,964.58,12-10-2013
CUST0000070117,IN00081525,111.95,13-01-2018
CUST0000003602,IN00010998,255.11,06-03-2018
CUST0000045990,IN00060487,134.44,24-05-2016
CUST0000047717,IN00032532,962.07,28-01-2019
CUST0000041943,IN00000497,884.38,31-12-2017
CUST0000051263,IN00095732,614.94,25-10-2012
CUST0000079504,IN00097437,241.2,14-01-2018
CUST0000039629,IN00018713,336.65,12-05-2016
CUST0000034137,IN00066882,580.55,19-09-2014
CUST0000070437,IN00076038,808.77,22-03-2013
CUST0000048472,IN00009133,122.94,12-12-2015
CUST0000054231,IN00095906,11.28,14-05-2021
CUST0000050107,IN00029914,731.22,27-08-2012
CUST0000045922,IN00064883,30.71,11-01-2021
CUST0000061336,IN00035498,461.38,01-06-2013
CUST0000046791,IN00077844,844.8,31-01-2012
CUST0000042077,IN00054349,504.9,01-05-2016
CUST0000093723,IN00033295,577.57,03-04-2015
CUST0000006198,IN00017518,176.04,05-01-2012
CUST0000041683,IN00004758,179.19,16-12-2011
CUST0000072585,IN00040873,129.58,21-08-2021
CUST0000039865,IN00040925,130.83,30-11-2015
CUST0000020926,IN00022198,622.27,15-11-2017
CUST0000066656,IN00092143,750.01,18-06-2017
CUST0000083512,IN00056343,700.2,05-05-2019
CUST0000017034,IN00068824,224.51,21-08-2016
CUST0000010703,IN00075551,515.25,17-08-2016
CUST0000041720,IN00045807,299.73,09-02-2011
CUST0000061929,IN00070004,406.04,21-06-2014
CUST0000087155,IN00056371,169.29,09-08-2013
CUST0000026603,IN00001026,62.39,10-09-2013
CUST0000028778,IN00090096,746.84,04-11-2021
CUST0000024945,IN00073188,412.06,27-01-2015
CUST0000007274,IN00097193,991.54,23-12-2017
CUST0000032691,IN00001282,398.49,03-07-2016
CUST0000003491,IN00072548,362.68,07-10-2019
CUST0000062596,IN00080578,7.44,23-09-2020
CUST0000087374,IN00029711,502.1,25-10-2017
CUST0000095032,IN00024325,522.38,02-04-2017
CUST0000058255,IN00093712,158.47,24-08-2016
CUST0000076325,IN00099132,657.11,19-12-2016
CUST0000066873,IN00077271,16.12,02-04-2017
CUST0000076160,IN00083731,969.36,28-07-2015
CUST0000014780,IN00038935,144.63,22-04-2016
CUST0000058396,IN00014237,37.26,16-06-2019
CUST0000043586,IN00095928,811.68,14-11-2015
CUST0000061469,IN00053958,393.17,29-05-2013
CUST0000092124,IN00005880,344.87,17-02-2015
CUST0000096024,IN00026838,424.62,29-04-2014
CUST0000077223,IN00056347,432.53,27-01-2014
CUST0000058091,IN00023183,549.72,29-02-2016
CUST0000027618,IN00005898,20.23,06-02-2014
CUST0000045912,IN00095556,250.63,04-10-2011
CUST0000083887,IN00045284,388.42,17-11-2014
CUST0000089693,IN00001055,188.04,03-07-2015
CUST0000029902,IN00034020,827.63,09-06-2011
CUST0000056291,IN00041699,978.46,11-11-2020
CUST0000088571,IN00049522,885.11,02-08-2021
CUST0000056164,IN00031502,533.08,06-08-2015
CUST0000038993,IN00005670,655.88,09-08-2018
CUST0000084390,IN00021880,299.98,05-12-2011
CUST0000004307,IN00029609,329.6,23-11-2017
CUST0000024918,IN00039311,594.86,03-04-2011
CUST0000063020,IN00002960,464.1,18-02-2014
CUST0000069758,IN00045074,898.34,03-07-2017
CUST0000046397,IN00020792,379.68,08-10-2019
CUST0000051468,IN00046937,53.14,11-02-2016
CUST0000045918,IN00036980,426.68,31-03-2013
CUST0000029652,IN00096063,756.84,21-01-2012
CUST0000093601,IN00093751,495.96,07-12-2019
CUST0000071469,IN00006407,62.57,09-09-2019
CUST0000032259,IN00097468,50.94,21-04-2018
CUST0000063495,IN00070598,518.3,17-09-2014
CUST0000018752,IN00021552,343.08,06-08-2014
CUST0000073796,IN00028776,789.54,22-02-2018
CUST0000040466,IN00072891,573.01,20-06-2019
CUST0000020883,IN00093557,645.11,20-01-2012
CUST0000015762,IN00099887,867.03,17-05-2021
CUST0000089845,IN00089184,820.79,09-07-2018
CUST0000035231,IN00039539,421.01,13-02-2013
CUST0000028085,IN00043470,746.4,06-04-2012
CUST0000027815,IN00040070,743.55,26-11-2015
CUST0000034673,IN00075423,393.09,26-11-2019
CUST0000057341,IN00055765,356.12,07-09-2011
CUST0000017023,IN00080230,576.59,03-08-2014
CUST0000016051,IN00051364,254.59,27-06-2015
CUST0000001437,IN00040580,590.73,16-08-2011
CUST0000088580,IN00067697,893.97,04-03-2020
CUST0000099960,IN00009618,67.06,21-01-2017
CUST0000046334,IN00044349,441.79,29-01-2013
CUST0000030921,IN00000857,325.52,01-07-2015
CUST0000006538,IN00097432,57.88,21-10-2020
CUST0000059093,IN00057455,284.75,26-05-2012
CUST0000026465,IN00090268,635.02,25-01-2018
CUST0000005015,IN00032983,866.14,13-04-2014
CUST0000025136,IN00039865,215,11-03-2011
CUST0000068185,IN00073989,15.5,07-06-2012
CUST0000047534,IN00014296,153.58,20-06-2018
CUST0000044292,IN00035778,272.86,10-11-2020
CUST0000030728,IN00022367,844.9,09-07-2017
CUST0000040232,IN00035251,299.81,11-01-2016
CUST0000088297,IN00084685,535.66,12-09-2012
CUST0000011925,IN00011537,868.37,23-12-2017
CUST0000033607,IN00024058,225.74,16-06-2016
CUST0000067888,IN00068335,432.46,04-07-2020
CUST0000089571,IN00077137,277.11,07-12-2021
CUST0000085408,IN00098073,262.73,29-03-2021
CUST0000076285,IN00019140,571.41,02-09-2015
CUST0000034941,IN00079689,53.34,31-10-2020
CUST0000005628,IN00065040,365.91,15-04-2020
CUST0000039120,IN00065400,448.5,25-10-2017
CUST0000098042,IN00016232,636.45,10-10-2011
CUST0000008547,IN00065262,234.3,05-11-2014
CUST0000063990,IN00053446,115.13,06-03-2020
CUST0000049950,IN00042399,383.84,27-07-2017
CUST0000084924,IN00094996,439.27,09-04-2021
CUST0000047083,IN00029293,891.83,25-09-2016
CUST0000047387,IN00087038,550.94,31-05-2017
CUST0000059627,IN00033476,55.14,10-12-2021
CUST0000064213,IN00062852,63.84,10-12-2011
CUST0000037414,IN00001353,629.07,06-12-2015
CUST0000091714,IN00099034,576.31,17-10-2021
CUST0000057422,IN00046526,350.15,25-08-2021
CUST0000020945,IN00033543,180.7,27-10-2014
CUST0000085654,IN00076942,452.74,20-06-2013
CUST0000096563,IN00010906,589.35,29-09-2020
CUST0000080954,IN00015027,43.76,11-01-2012
CUST0000070031,IN00070245,613.22,09-12-2012
CUST0000044841,IN00014348,822.28,12-09-2011
CUST0000011073,IN00036112,575.96,15-02-2013
CUST0000082559,IN00090473,378.57,16-05-2011
CUST0000046441,IN00094231,844.77,16-08-2020
CUST0000057760,IN00011678,649.42,12-10-2016
CUST0000067631,IN00046090,40.79,31-07-2016
CUST0000042684,IN00021725,270.99,08-09-2012
CUST0000089546,IN00080956,385.71,22-09-2019
CUST0000050696,IN00021914,835.94,23-09-2011
CUST0000047875,IN00073235,336.38,27-12-2016
CUST0000033824,IN00062839,683.47,17-08-2021
CUST0000078254,IN00063137,364.35,02-08-2015
CUST0000072275,IN00087023,977.83,11-04-2011
CUST0000051289,IN00082018,759.4,01-07-2017
CUST0000024213,IN00090386,371.39,20-09-2017
CUST0000002852,IN00046184,187.52,12-12-2017
CUST0000027364,IN00070397,511.75,17-04-2017
CUST0000053692,IN00066924,593.5,13-03-2015
CUST0000087873,IN00079661,936.8,13-11-2012
CUST0000049351,IN00071795,885.36,15-06-2021
CUST0000083658,IN00075631,65.16,12-03-2018
CUST0000029521,IN00059742,389.05,16-04-2016
CUST0000071107,IN00031799,308.56,01-09-2011
CUST0000043266,IN00032785,596.3,27-06-2021
CUST0000051071,IN00016808,892.57,18-08-2015
CUST0000090155,IN00074992,342.77,18-11-2021
CUST0000010839,IN00087439,636.94,30-05-2016
CUST0000043254,IN00070476,963.19,13-06-2017
CUST0000067850,IN00071984,764.44,08-03-2020
CUST0000003114,IN00066695,297.95,07-07-2021
CUST0000068123,IN00051074,278.41,27-02-2017
CUST0000042363,IN00029773,607.95,06-09-2011
CUST0000083734,IN00096451,449.46,04-12-2021
CUST0000081845,IN00019055,315.84,13-05-2011
CUST0000019002,IN00047723,397.99,06-05-2016
CUST0000083879,IN00098942,524.84,17-04-2016
CUST0000039114,IN00050457,997.09,16-04-2011
CUST0000094878,IN00096700,299.06,27-02-2016
CUST0000093624,IN00020514,244.37,11-02-2019
CUST0000079782,IN00073450,373.86,23-03-2016
CUST0000074977,IN00064984,923.02,05-01-2018
CUST0000025358,IN00031498,580.02,11-01-2017
CUST0000090901,IN00084120,470.37,22-07-2021
CUST0000036577,IN00051815,685.01,13-09-2016
CUST0000043761,IN00092537,866.43,10-03-2014
CUST0000059106,IN00087541,109.28,01-02-2018
CUST0000050757,IN00079447,929.44,11-07-2017
CUST0000097379,IN00040543,42.83,21-11-2021
CUST0000068749,IN00061818,766,25-09-2011
CUST0000014446,IN00057926,878.45,14-05-2015
CUST0000070425,IN00072490,809.55,28-09-2021
CUST0000054447,IN00016577,415.88,04-02-2011
CUST0000001915,IN00073713,953.12,28-05-2011
CUST0000045127,IN00004542,433.33,07-01-2014
CUST0000095599,IN00089331,779.32,26-02-2012
CUST0000053025,IN00035161,430.65,12-12-2016
CUST0000024237,IN00061950,58.77,13-08-2017
CUST0000071912,IN00048545,510.98,08-12-2013
CUST0000014883,IN00069750,614.14,26-09-2014
CUST0000036920,IN00032277,685.83,03-04-2014
CUST0000055858,IN00039989,710.18,10-06-2016
CUST0000013039,IN00058898,763.35,13-01-2018
CUST0000069443,IN00096805,240.29,23-04-2012
CUST0000069431,IN00017933,140.72,30-01-2017
CUST0000006216,IN00090073,140.86,18-12-2015
CUST0000004405,IN00089781,860.03,23-07-2013
CUST0000009235,IN00079840,2.48,19-12-2019
CUST0000046201,IN00057515,339.52,21-12-2013
CUST0000023068,IN00088001,598.15,23-07-2013
CUST0000006140,IN00010293,582.32,21-05-2017
CUST0000091506,IN00015141,674.32,13-10-2014
CUST0000036353,IN00079552,243.28,11-01-2013
CUST0000041706,IN00070591,110.66,21-01-2017
CUST0000014142,IN00062392,118.16,19-09-2018
CUST0000083007,IN00081858,425.1,14-11-2020
CUST0000027842,IN00024222,920.49,28-01-2014
CUST0000034015,IN00085117,320.43,26-11-2017
CUST0000037484,IN00030006,681.13,16-04-2011
CUST0000038026,IN00053901,448.57,12-10-2012
CUST0000024123,IN00069388,790.88,09-07-2018
CUST0000039849,IN00068236,104.42,30-07-2021
CUST0000083018,IN00069348,817.44,24-08-2013
CUST0000098382,IN00017868,177.34,07-07-2013
CUST0000054168,IN00066411,699.84,22-06-2014
CUST0000074735,IN00098967,729.57,10-11-2013
CUST0000085825,IN00079531,729.86,03-01-2018
CUST0000016608,IN00052349,121.53,18-04-2012
CUST0000075215,IN00022567,427.24,05-09-2017
CUST0000094512,IN00075765,500.59,09-10-2012
CUST0000070163,IN00000635,243.71,10-11-2016
CUST0000070090,IN00025957,112.02,06-08-2016
CUST0000097499,IN00040400,218.63,02-12-2018
CUST0000000592,IN00060176,841.47,14-10-2018
CUST0000019005,IN00087116,809.31,07-11-2013
CUST0000079970,IN00006870,145.86,09-09-2017
CUST0000004347,IN00017109,941.16,14-09-2011
CUST0000078559,IN00051322,443.04,20-12-2020
CUST0000031305,IN00066974,116.74,02-05-2019
CUST0000065883,IN00077261,324.94,19-09-2017
CUST0000020936,IN00017045,861.83,29-05-2019
CUST0000059820,IN00027874,217.89,08-05-2018
CUST0000032643,IN00063878,624.03,27-02-2015
CUST0000085370,IN00037526,220.24,08-08-2018
CUST0000035412,IN00062625,561.28,02-12-2013
CUST0000042060,IN00061934,926.67,24-09-2012
CUST0000068429,IN00076177,436.53,18-02-2014
CUST0000075635,IN00062890,166.33,27-10-2012
CUST0000048933,IN00097916,288.91,19-10-2012
CUST0000033875,IN00021864,806.69,12-09-2014
CUST0000012389,IN00061734,3.01,19-12-2012
CUST0000008973,IN00072255,770.75,18-11-2014
CUST0000004526,IN00002701,93.04,06-11-2014
CUST0000042556,IN00029968,111.26,21-03-2012
CUST0000006490,IN00073239,543.53,22-07-2013
CUST0000005753,IN00010327,735.07,20-09-2019
CUST0000018646,IN00036716,992.6,22-12-2019
CUST0000031024,IN00077099,459.7,26-11-2017
CUST0000096255,IN00011994,70.32,17-09-2020
CUST0000048817,IN00064801,58.58,10-06-2013
CUST0000010199,IN00001586,20.95,04-05-2019
CUST0000034901,IN00064167,210.12,15-01-2018
CUST0000051695,IN00086230,49.4,24-09-2012
CUST0000033632,IN00009205,785.77,07-10-2013
CUST0000028684,IN00036723,118.18,08-01-2019
CUST0000040447,IN00021113,536.89,18-07-2012
CUST0000047371,IN00047688,97.01,08-03-2017
CUST0000045563,IN00045687,814.81,12-04-2011
CUST0000081667,IN00011438,510.58,05-07-2011
CUST0000080312,IN00001511,389.4,21-03-2014
CUST0000081394,IN00058333,971.94,20-02-2014
CUST0000001788,IN00004438,447.4,05-03-2012
CUST0000033566,IN00089691,80.7,28-10-2017
CUST0000076968,IN00053401,460.91,12-04-2021
CUST0000011336,IN00000105,480.99,23-07-2015
CUST0000025487,IN00026489,360.58,30-12-2011
CUST0000067259,IN00065229,714.75,09-06-2013
CUST0000065707,IN00063305,212.66,05-09-2020
CUST0000087643,IN00073156,174.89,29-01-2015
CUST0000069329,IN00031924,727.94,16-11-2012
CUST0000097668,IN00033893,19.43,28-05-2017
CUST0000058704,IN00049229,321.3,30-10-2021
CUST0000064249,IN00051604,402.34,08-02-2016
CUST0000071359,IN00003755,109.34,08-05-2016
CUST0000006074,IN00012618,163.99,20-06-2015
CUST0000069880,IN00036618,893.96,21-08-2016
CUST0000056004,IN00007374,648.39,01-08-2014
CUST0000020835,IN00042530,573.19,27-10-2017
CUST0000091336,IN00013660,175.32,25-07-2021
CUST0000006192,IN00019821,449.34,04-03-2021
CUST0000012932,IN00078458,843.21,09-12-2011
CUST0000037061,IN00084286,863.84,27-08-2013
CUST0000046127,IN00056586,521.91,24-05-2014
CUST0000041642,IN00010155,329.01,15-08-2018
CUST0000009239,IN00032199,484.82,19-03-2013
CUST0000093022,IN00065713,456.36,08-04-2017
CUST0000022105,IN00011449,303.34,20-03-2019
CUST0000085678,IN00091100,805.15,17-09-2019
CUST0000030234,IN00077390,543.55,29-05-2014
CUST0000068008,IN00085259,666.92,03-02-2012
CUST0000002018,IN00040186,648.85,19-03-2020
CUST0000059852,IN00012563,461.14,18-01-2021
CUST0000090536,IN00063110,414.59,11-12-2020
CUST0000048919,IN00028197,816.7,04-03-2018
CUST0000083370,IN00091194,208.07,22-02-2016
CUST0000055216,IN00032515,14.46,24-07-2018
CUST0000063643,IN00047513,752.13,10-02-2015
CUST0000033081,IN00012391,435.79,22-06-2011
CUST0000050237,IN00002551,683.16,05-05-2011
CUST0000010265,IN00047990,210.65,18-09-2012
CUST0000030871,IN00025827,163.38,05-03-2014
CUST0000094670,IN00037475,204.57,11-05-2017
CUST0000055435,IN00098796,831.58,01-06-2015
CUST0000002589,IN00048377,14.37,08-04-2011
CUST0000051321,IN00053638,138.27,10-03-2021
CUST0000011851,IN00079173,789.87,06-09-2021
CUST0000020703,IN00075032,80.71,12-10-2020
CUST0000073028,IN00065444,980.92,10-12-2011
CUST0000034795,IN00015316,267.34,13-12-2019
CUST0000096945,IN00018762,252.13,27-05-2014
CUST0000084048,IN00029443,989.65,02-06-2016
CUST0000002675,IN00020295,961.45,02-12-2019
CUST0000009111,IN00055371,654.49,25-10-2014
CUST0000081719,IN00030298,566.86,06-11-2018
CUST0000051557,IN00032676,255.19,03-06-2020
CUST0000095534,IN00091883,551.39,22-10-2011
CUST0000037031,IN00076451,328.54,16-11-2015
CUST0000055123,IN00055717,785.81,20-08-2011
CUST0000043226,IN00092905,826.28,15-12-2019
CUST0000006735,IN00052831,422.6,30-09-2020
CUST0000054586,IN00095544,615.8,24-12-2021
CUST0000056670,IN00052719,965.08,24-04-2012
CUST0000066615,IN00006695,302.97,22-06-2016
CUST0000064956,IN00072500,917,17-11-2017
CUST0000042679,IN00050715,197.5,16-05-2017
CUST0000018480,IN00078940,911.71,26-07-2018
CUST0000027413,IN00003654,510.57,01-12-2011
CUST0000036972,IN00044886,514.66,06-02-2017
CUST0000044666,IN00098686,861.57,04-08-2011
CUST0000035939,IN00009039,122.86,04-09-2015
CUST0000023238,IN00018328,228.92,10-11-2015
CUST0000015907,IN00077635,36.39,06-01-2015
CUST0000049200,IN00030728,757.97,15-12-2016
CUST0000075753,IN00051567,761.61,16-05-2017
CUST0000002881,IN00066117,380.98,09-11-2018
CUST0000017372,IN00031918,250.49,31-10-2013
CUST0000079042,IN00055282,648.79,13-01-2014
CUST0000097720,IN00062964,536.89,15-01-2015
CUST0000056172,IN00020537,597.06,12-09-2021
CUST0000013504,IN00099235,562.6,29-12-2019
CUST0000079621,IN00028506,96.6,31-01-2011
