INVOICE_CODE,ITEM_CODE,AMOUNT,QUANTITY
IN00087248,UGLHK,992.36,956
IN00056907,OXWBZ,441.4,76
IN00085301,YVPRT,331.42,294
IN00089545,ZDLBR,98.99,251
IN00033843,OOWQJ,439.17,435
IN00038418,DYDVS,723.5,104
IN00063346,AFBJB,345.98,427
IN00080999,ZUZPG,780.46,255
IN00098161,PACHE,969.7,176
IN00038266,XXHLO,153.92,306
IN00047320,FHYPZ,156.03,953
IN00086839,ZGBIF,413.8,456
IN00051187,AZLGA,507.12,949
IN00055030,SIRZV,854.81,7
IN00037987,LYNPA,97.75,36
IN00012174,EKUBP,843.25,863
IN00008313,QXUBM,607.01,352
IN00020766,DGDZL,543,786
IN00064046,QRVSU,330.99,650
IN00036569,QOVBP,116.32,496
IN00021157,ZBFML,52.86,931
IN00089382,ULPPD,250.22,354
IN00011034,YSNYL,542.65,432
IN00047839,IRRSN,359.87,608
IN00024855,GZPOK,295.42,785
IN00092571,ZPAVX,593.02,115
IN00038129,LUBTB,746.54,704
IN00018775,JQXZN,875.14,100
IN00007067,AIFYX,658.92,306
IN00086181,NUBWB,574.07,301
IN00085539,HOEVU,455.55,324
IN00054301,XFVFQ,558.46,591
IN00068922,OHTBY,985.39,383
IN00037999,CIOEQ,176.4,507
IN00005102,DXOAG,708.24,517
IN00097826,RURTR,462.47,458
IN00099042,NHOMZ,458.86,719
IN00029468,JOVRM,640.53,961
IN00022249,ESSOK,510.66,47
IN00019979,QPVPE,771.95,250
IN00048879,FVNSZ,8.78,460
IN00095917,GRDOA,415.6,275
IN00085614,FKFNS,60.89,404
IN00047496,ONRLI,66.98,245
IN00021771,DJMDS,573.72,478
IN00001354,RMIGG,307.79,611
IN00064940,JVMLK,277.02,898
IN00029564,GMESQ,596.57,497
IN00049737,TEKZP,954.73,693
IN00024579,MRZBX,284.97,662
IN00035786,GHHUD,205.12,459
IN00062166,WYBHL,197.85,677
IN00056637,RBRZP,781.02,546
IN00042284,LGDQA,470.73,25
IN00037965,YIBFY,889.38,388
IN00022296,BXIBK,800.51,534
IN00050203,VESMA,906.46,86
IN00047335,PSYIU,691.06,723
IN00050138,MVPKB,920.47,845
IN00045985,CUCZK,207.75,464
IN00039329,MSWDH,857.29,376
IN00057995,TBXLI,452.89,848
IN00055507,GAEIJ,984.36,798
IN00002976,JMVLT,783.19,366
IN00039598,GYKDF,474.28,723
IN00042405,AMVOE,488.82,571
IN00020852,PSTBZ,546.73,608
IN00025300,JJTVO,998.47,176
IN00045074,KMOHK,290.24,827
IN00094541,ZQZJI,58.14,492
IN00027159,BJTCA,98.75,934
IN00019234,FOWOA,555.62,408
IN00051930,CWWUA,529.9,585
IN00030828,SNFXB,812.14,548
IN00078984,RGSFK,766.76,110
IN00063111,MGIRR,421.02,163
IN00098730,WJTNW,969.18,254
IN00049841,FHZQX,602.57,110
IN00075447,GXWIE,899.35,936
IN00046957,IBAUW,467.8,519
IN00018344,TXBZX,528.46,955
IN00078668,GGGAK,791.1,377
IN00088290,ACSVZ,374.22,114
IN00022113,CWJBA,4.99,669
IN00056385,TBWJE,412.78,491
IN00074140,PWCRB,213.63,896
IN00087328,JMHXJ,133.61,820
IN00078385,PRXZZ,827.86,127
IN00046768,FQHPC,899.02,119
IN00010155,ZMFMC,849.37,88
IN00013959,ZQEET,876.74,252
IN00071697,MJYKF,885.09,97
IN00064047,AYTGF,835.72,321
IN00017171,IBAJT,64.31,932
IN00060971,SSVVA,137,377
IN00094994,DGKKL,510.23,157
IN00003698,ORLVG,189.78,95
IN00051692,TPSPY,271.34,26
IN00006819,KCGQY,487.17,209
IN00065620,RCVEG,504.19,124
IN00057388,SUZCN,7.26,905
IN00080982,OOTDS,96.54,479
IN00081424,AXTMJ,473.38,452
IN00025787,FLKEO,590.94,266
IN00040041,WMRUH,662.33,209
IN00011773,FKEFX,445.26,858
IN00074491,ZPTKZ,779.66,103
IN00070787,TGHOV,802.73,679
IN00090134,BERWA,802.05,237
IN00077522,MAFJT,165.11,580
IN00089297,RHJLX,712.03,912
IN00003129,QFRUX,615.65,664
IN00005832,IDVJN,886.3,374
IN00081336,ZDTJU,453.61,316
IN00002666,GDSUD,631.26,706
IN00040880,SYAFM,686.56,603
IN00029716,RNNQU,129.98,801
IN00083949,VQJON,671.12,774
IN00000277,CKJFP,353.28,135
IN00064829,AAQWF,322.35,173
IN00047953,YTWBH,131.99,783
IN00081652,HLQHU,303.36,94
IN00057939,ALISO,190.84,927
IN00099504,CDQIN,581.15,850
IN00035559,FSTAR,55.29,470
IN00096270,OBRWK,83,800
IN00051259,QRMUA,433.13,944
IN00063028,ZOSUL,598.99,802
IN00067423,YXYHI,372.26,514
IN00033408,QQSGU,486.73,268
IN00027331,RGUTW,783.12,731
IN00032163,BZHFB,435.63,528
IN00049528,PPBEK,465.8,366
IN00048962,OKTGO,746.38,129
IN00018210,LTBNX,107,364
IN00027061,KOTJU,902.11,482
IN00036821,MGDUT,660,721
IN00035149,ZBCRC,468.95,806
IN00091039,GZIQE,274.71,317
IN00018934,LPYOU,775.51,361
IN00092026,UWHHR,150.43,574
IN00025717,FKIVK,714.7,399
IN00068446,OIKBA,915.2,768
IN00001917,TGAUS,428.17,880
IN00095753,JHQVW,578.96,424
IN00037506,PLOZH,1.13,612
IN00088195,TJMFS,203.24,522
IN00080000,AILYE,192.51,586
IN00080019,TZMOJ,219.86,836
IN00036212,MRATL,239.14,457
IN00068625,WXYLV,212.57,206
IN00063093,SGRNC,788.12,937
IN00053410,KKVPO,764.82,377
IN00082598,RRWKJ,925.88,32
IN00080249,WELPC,240.01,961
IN00012574,WLOPD,882.73,559
IN00054415,ALIDE,407.56,532
IN00077899,DOOXG,786.56,719
IN00026203,JXNWU,917.46,721
IN00094622,FDEFP,2.94,182
IN00033496,ZBHFY,296.49,828
IN00023533,TBDSJ,745.98,317
IN00073912,RQIJN,501.87,448
IN00069041,JWOII,570.13,176
IN00065107,OTJHS,12.18,300
IN00099691,EMZTH,912.18,681
IN00081582,DJEGF,822.15,138
IN00070944,ZFZZN,177.48,678
IN00096797,RGKGD,759.82,500
IN00051457,DYGIF,297.47,7
IN00051218,BSIKS,863.07,486
IN00077650,HSWBA,394.41,390
IN00076074,XGLYL,170.21,593
IN00085458,WTGHY,153.57,889
IN00075207,DIABZ,495.04,222
IN00051849,NAGQF,235.82,943
IN00041194,ALLWM,984.45,192
IN00034803,IOYBS,657.11,79
IN00082735,QIUQS,860.52,589
IN00037517,PUTZW,390.44,787
IN00014054,YNKKR,970.63,760
IN00073365,TEUMB,867.71,276
IN00039722,XUHKH,433.85,824
IN00090452,EUPPY,449.89,502
IN00019109,CIGCR,244.32,751
IN00002056,EKKSV,138.3,871
IN00082217,JQRHO,68.8,134
IN00057256,KNNAG,116.72,320
IN00091658,NHEQE,839.12,277
IN00008507,FNOHE,710.95,527
IN00050755,CUIXU,267.71,415
IN00057606,OSVCB,461.85,876
IN00020996,LJEAO,593.46,763
IN00079268,KQLKC,211.71,339
IN00059152,WTDKL,635.23,300
IN00096900,FJEWO,32.23,168
IN00090863,OUHHY,104.39,842
IN00044380,IPADQ,557.93,596
IN00096559,ETKNE,704.72,885
IN00029429,FWXUL,801.1,845
IN00001277,ASIFA,685.53,272
IN00079973,NJFTB,953.43,929
IN00004769,MXZDW,451.27,414
IN00083730,LZCPF,89.89,73
IN00096714,MUGJB,553.83,734
IN00040177,SBDHH,174.71,392
IN00059290,UWFQV,643.42,623
IN00018487,MDWJP,598.94,758
IN00089114,OHEXI,725.79,589
IN00056923,OMGDT,6.06,718
IN00009611,VMTLP,178.41,683
IN00037817,YJJRC,465.38,44
IN00049122,YZQKT,703.39,858
IN00063779,CWAMC,482.49,628
IN00063974,NNRVB,704.41,495
IN00037282,NQLGQ,997.8,582
IN00063029,QCNJR,153.08,177
IN00094676,HWEGI,513.23,83
IN00035337,RAZCS,891.81,914
IN00075000,JJCNB,767.14,81
IN00050318,NYUWV,929.18,308
IN00087697,KUDSR,728.09,707
IN00081195,KRFBW,603.58,904
IN00077760,XAJWW,405.25,281
IN00095719,BERTO,599.35,150
IN00075122,ZWICJ,887.84,555
IN00024578,VETRV,384.46,930
IN00091948,DMZVQ,50.19,895
IN00048874,TXWPN,493.54,179
IN00043456,TVGSI,375.56,880
IN00081780,RRURU,26.51,355
IN00087756,YOHXV,213.49,59
IN00011255,BZKGC,332.67,388
IN00005095,RQXJM,867.46,601
IN00045446,DTGFW,150.75,417
IN00044519,ZIMAC,220.28,657
IN00089235,SZYSM,439.64,993
IN00064026,MLEGW,794.28,764
IN00059643,FPFOT,823.66,18
IN00073863,AXTCV,689.31,351
IN00073595,YFPNG,464.27,252
IN00067408,ESOGV,242.86,623
IN00034575,OEAOX,665.17,380
IN00079749,JXKTU,594.9,1
IN00034020,IXUMX,758.91,710
IN00000605,GCMCQ,476.52,260
IN00012600,YCJNS,623.78,704
IN00085415,HUEFA,209.17,365
IN00047543,MUSKX,727.04,486
IN00053070,EOVZW,879.25,131
IN00082577,IPGZM,126.41,400
IN00032290,EVEZU,375.85,832
IN00027589,IPPDJ,454.24,536
IN00097288,LAECT,197.13,469
IN00035554,ZTBVV,595.26,553
IN00072172,VVXVX,243.75,137
IN00068161,ZEWNW,291.52,698
IN00024494,HYZZX,684.51,891
IN00032806,PNLGT,703.25,219
IN00015155,RCNEJ,34.46,559
IN00051465,RXSFW,235.39,343
IN00002141,QGWIG,411.42,162
IN00009995,FLWPX,179.31,167
IN00031286,EZWCD,97.25,886
IN00026649,XVAMK,439.98,559
IN00048812,UUGEJ,652.23,592
IN00068512,GMCTI,862.49,866
IN00083144,NXNIJ,705.85,977
IN00089937,HVJIL,969.22,619
IN00098393,WBEFU,93.03,281
IN00011604,VTWAC,165.06,78
IN00021571,FJRKA,396.85,773
IN00034131,EKDOE,405.86,3
IN00010458,XJCDA,563.12,918
IN00045334,TLOGA,497.61,107
IN00016579,RULUX,391,594
IN00024512,YVMGW,81.13,916
IN00045664,ZWIQF,895.19,526
IN00093076,BUAGD,994.33,735
IN00049935,IGXBL,5.43,671
IN00058163,SVOHX,20.07,537
IN00056483,XHZTP,427.64,466
IN00077047,VBJDT,7.02,875
IN00040281,BHUMV,76.88,887
IN00037584,FZOHH,387.05,918
IN00066142,GKTZS,335.16,746
IN00089759,BICGJ,547.32,270
IN00034243,YHBXO,532.79,36
IN00086778,EHYCR,214.18,175
IN00090222,UVZVI,238.03,257
IN00014853,ALNUB,954.58,672
IN00015768,LOEHV,324.76,292
IN00029290,OUAIV,45.27,991
IN00053045,GJCLE,369.39,17
IN00000398,BWXEZ,104.3,152
IN00007844,MSNUH,9.95,583
IN00077088,COQRP,700.07,197
IN00021097,MUSFR,585.31,386
IN00037013,TDYMC,692.2,434
IN00046016,ABBHV,913.66,209
IN00067210,MKVHS,855.76,293
IN00046513,ZKIIR,827.51,684
IN00032332,BZNKR,451.98,546
IN00087160,AZCHU,171.66,394
IN00021772,QQQAF,787.69,104
IN00099063,KJDXL,301.65,55
IN00020830,SMYGH,246.44,141
IN00018137,TTWYG,93.27,13
IN00027106,WKGQU,552.37,999
IN00036366,YQAZG,622.52,467
IN00048011,BFTCF,376.67,361
IN00097653,ACVZW,121.42,312
IN00001672,NCFDG,452.91,660
IN00069403,NSQKS,393.65,129
IN00084173,TZJCL,482.06,622
IN00062544,RPEFD,253.28,500
IN00068589,IUWUS,598.57,150
IN00027667,HSEDC,617.54,623
IN00034366,NQGZJ,309.82,867
IN00094888,HFOVN,388.67,963
IN00051775,GUKXW,810.94,759
IN00035707,OSNQL,723.68,307
IN00015524,WHJNC,458.07,523
IN00051360,FHUEX,860.94,69
IN00007195,AYRYY,654.32,716
IN00011961,PFKVB,375.28,325
IN00016411,GMCUR,957.5,643
IN00008246,HPTYE,651.66,567
IN00023018,ZFKRP,15.79,559
IN00029629,BOVRR,410.18,761
IN00098238,ANTDA,446.7,446
IN00056471,QTUBG,879.15,602
IN00057375,XHHCQ,304.39,142
IN00013670,UEUWL,707.3,413
IN00091871,DBNKY,576.14,532
IN00044785,QMCNU,37.37,837
IN00053452,SHGYD,955.13,398
IN00075037,SPNKC,438.86,388
IN00069888,OPKVB,602.65,403
IN00099439,RLOTC,920.45,234
IN00017946,QWWLZ,862.93,614
IN00098786,AODZP,948.64,39
IN00018877,BTERX,512.95,727
IN00042057,ZCWDD,216.9,703
IN00054241,DYPYR,433.59,385
IN00066948,SERJM,135.13,606
IN00067440,EQBVJ,129.74,612
IN00071885,WINUL,183.55,735
IN00041981,WWBHZ,689.14,121
IN00090205,FELWH,548.66,311
IN00053339,HAUJL,183.38,730
IN00059915,YLEFU,565.14,839
IN00073670,ODGMG,686.73,318
IN00017680,DBOBF,413.52,72
IN00046633,VIHSE,199.12,244
IN00091516,GHDBH,338.68,804
IN00013282,EESAZ,71.58,789
IN00099209,KIQHA,110.23,784
IN00062961,XSOUR,245.96,813
IN00090706,XOUWN,813.11,238
IN00062405,FFUAS,238.03,784
IN00013125,SFANW,677.02,740
IN00072914,BGVUY,868.19,747
IN00082375,ETRPZ,113.46,239
IN00096385,ULYUR,738.57,989
IN00055405,HBYBE,327.41,391
IN00040731,SMHYZ,685.23,416
IN00086092,EBRBI,116.43,863
IN00037970,TDOLG,947.68,287
IN00094467,XRYDV,426.67,598
IN00052554,VEVUL,152.59,821
IN00028957,EVJRM,933.58,264
IN00054151,TFOOQ,815.82,99
IN00018994,NMRJX,181.2,543
IN00001322,EICGW,413.02,381
IN00038205,DBFHV,267.99,963
IN00082540,HNXRJ,851.64,333
IN00097288,FCSQE,860.3,69
IN00053370,HHSMB,61.21,834
IN00043075,APGYU,210.37,451
IN00096077,RIHMT,163.15,572
IN00093955,WKVGT,843.57,97
IN00063066,VHTPH,877.19,296
IN00083194,GCTLY,415.09,431
IN00034487,NWEPA,551.82,139
IN00036208,PWHKB,934.99,586
IN00069361,MRBSW,656.99,456
IN00077138,QTYSH,870.27,257
IN00000034,RWMMO,297.43,268
IN00028431,PWVDK,213.66,622
IN00011812,LBXYQ,491.77,325
IN00059489,XEZEX,39.59,952
IN00054320,SQOJH,539.31,826
IN00012121,ANFNS,938.28,612
IN00008221,LZFFV,857.6,100
IN00056130,JCHGG,986.56,618
IN00004545,EUWRA,994.45,660
IN00062320,PMTRO,292.3,215
IN00095786,FEDPZ,968.91,971
IN00059277,CILEX,945.69,148
IN00005461,IJQJM,472.98,90
IN00072484,RKXUQ,89.21,503
IN00022132,SYSMZ,981.03,954
IN00010165,WYZDA,493.67,252
IN00028425,ELTWT,1.61,651
IN00091203,YVCOA,679.01,846
IN00066353,WPZLP,280.44,744
IN00049940,ZPOGV,568.63,41
IN00085942,VBIXN,257.89,936
IN00083731,IMJGC,542.42,658
IN00078674,MWZZX,438.48,220
IN00009151,BKZRL,517.72,652
IN00090525,FZRTN,739.44,415
IN00013051,CRNGW,230.42,366
IN00057793,VEWMO,651.71,714
IN00055574,DXQMU,254.59,566
IN00052920,IHQSE,155.84,183
IN00070981,TPPCK,608.64,79
IN00074879,YMZHW,278.32,697
IN00017092,VCSKK,263.54,539
IN00045466,NEZKP,729.73,718
IN00034742,XDHWN,888.37,469
IN00074756,SQBHX,356.58,43
IN00015696,ZVRKM,259.69,349
IN00006791,IUMUZ,435.22,101
IN00069665,WGGYL,206.16,294
IN00047554,DZVUI,446.69,308
IN00041250,GYXJB,64.18,154
IN00093954,MNBNB,756.47,891
IN00098899,IDMSM,863.17,434
IN00009636,QZIVX,921.89,959
IN00051747,DYWSR,962.16,901
IN00021515,JNYPZ,237.53,618
IN00086399,RPITI,504.58,547
IN00020345,QBCYW,794.04,845
IN00068286,JLLXS,149.55,97
IN00098794,OECGP,926.46,604
IN00054876,XFQRB,437.26,609
IN00063782,PNOFS,390.57,655
IN00040043,LDKGI,418.74,422
IN00090271,JWVWS,480.34,564
IN00048523,RYDCD,173.55,942
IN00027403,JNOMI,511.62,565
IN00076956,MUFXM,460.71,982
IN00067341,GVMOV,940.78,266
IN00092358,DFSAI,78.69,567
IN00055128,OFLDY,847.5,330
IN00059296,UBFPH,570.87,842
IN00098341,XTNEL,484.71,147
IN00045124,YEEHQ,230.89,8
IN00079359,MIKPA,549.08,939
IN00087771,ULCQV,58.74,806
IN00005573,VBYAK,853.83,717
IN00084962,HRXFW,919.77,444
IN00044333,VQLIO,874.57,890
IN00054507,FYKST,963.8,74
IN00095769,YCQXH,505.38,343
IN00098207,SFTVQ,879.01,113
IN00071357,UUUJY,992.35,530
IN00057733,GNDYG,791.05,730
IN00005501,ALCZU,817.07,793
IN00043570,KXOYO,771.98,223
IN00032260,KBZDF,170.83,172
IN00038290,KRETA,939.18,955
IN00031328,WTCKR,513.85,473
IN00020471,OXJFI,840.97,738
IN00098544,DOPNM,733.27,387
IN00062650,GCQPE,356.2,473
IN00063738,KMNIU,182.42,818
IN00037987,CLWHD,953.42,358
IN00084180,ANTGV,665.96,813
IN00044825,JROSP,77.66,653
IN00064133,IDAUU,783.57,961
IN00016033,HSGWD,611.51,401
IN00008773,IAHDQ,651.16,818
IN00020054,CFOSY,554.99,695
IN00008563,WWVAX,844.24,652
IN00026415,ZZJHJ,246.24,684
IN00068433,MXKBI,333.6,984
IN00039284,HWRLQ,355.33,687
IN00041003,SEQDP,845.04,303
IN00018332,BPWXB,497.05,314
IN00074300,BYEIA,177.23,508
IN00095493,RTYAY,595.1,367
IN00013531,RRNJU,618.86,537
IN00089741,JQZTA,886.17,581
IN00028895,DTBYG,462.96,299
IN00073447,HPHXN,171.65,441
IN00066361,ECHVT,88.2,86
IN00069693,OLRBM,704.27,576
IN00013140,EZWKD,829.04,992
IN00064451,FCXRK,549.6,805
IN00007322,LFXJY,963.53,485
IN00026946,LUBFW,803.53,784
IN00056376,CBVQM,202.24,895
IN00018352,AVTSW,907.48,754
IN00087552,CEMDN,458.09,755
IN00017570,EXBPT,712.02,41
IN00093229,VUMDI,802.42,572
IN00025031,BQUZV,36.29,71
IN00060471,OEVUH,423.52,682
IN00060846,HJWOM,31.67,19
IN00085141,GUQPK,789.5,594
IN00089500,HDHIQ,457.41,587
IN00006426,MKTQH,744.23,72
IN00021194,FQMHZ,893.49,903
IN00071711,GVAFC,60.57,743
IN00099798,LMSWS,683.83,860
IN00085582,YOPPP,474.15,831
IN00053738,SFLLN,961.63,968
IN00088030,DMQNT,304.26,750
IN00052391,YKQAI,290.69,270
IN00055573,GUMJJ,2.08,841
IN00022197,MEFCA,835.33,228
IN00076174,FHTQX,928,218
IN00028926,NWULN,502.33,662
IN00000405,WLQHB,25.04,159
IN00094098,JTZIN,52.11,369
IN00011747,YXWYO,651.93,284
IN00026512,QQLED,307.54,683
IN00056268,ZGNSV,730.68,138
IN00061562,QHIQS,350.75,63
IN00016882,ZEVPQ,720.72,772
IN00077338,EVIJX,854.54,990
IN00041801,PEIRY,204.24,59
IN00002700,MNXOQ,643.98,351
IN00015507,HVHRK,12.99,223
IN00091454,VUFSW,84.61,910
IN00035022,PYIWI,175.01,739
IN00097337,MJFHX,299.63,159
IN00091494,HIUGF,980.6,306
IN00051892,ERHNK,575.88,492
IN00017727,IOIHI,906.63,870
IN00049366,ZHELE,131.07,167
IN00030795,XWMBY,916.63,602
IN00090519,WCGHB,232.67,407
IN00046994,ZGMBT,624.24,396
IN00034934,TGPDE,501.8,215
IN00054608,QTTEP,916.09,335
IN00080015,IXOKH,181.58,467
IN00048065,GAOUB,466.12,591
IN00044934,NECYC,976.15,264
IN00049585,ZWNQG,38.57,856
IN00012663,NRHZT,659.8,578
IN00081922,IOUDB,253.14,418
IN00059450,TCCSG,489.38,573
IN00015450,ETNDO,110.03,393
IN00072152,EAIUV,998.79,839
IN00061356,ZARPO,639.39,927
IN00093106,ERZOX,723.98,722
IN00003433,FYAXJ,228.3,232
IN00063500,XLDZF,455.67,365
IN00013847,ZHBPV,990.9,462
IN00008349,SCIEH,792.42,604
IN00022433,IYVAX,628.52,226
IN00035590,RGHJR,187.84,704
IN00035930,TDZRQ,647.76,493
IN00069172,CGPFA,181.75,120
IN00093998,QUVTW,677.62,563
IN00072338,SJAQL,730.66,963
IN00007394,ORQQQ,207,861
IN00030379,ZRQPB,832.99,434
IN00097174,KUZSZ,215.68,415
IN00079438,TXEPM,37.99,222
IN00062605,PXJUZ,369.28,118
IN00090206,MOACH,123.81,948
IN00089742,HLTRS,262.5,864
IN00013024,CJBCM,992.83,127
IN00094750,QRNPF,942.11,858
IN00023203,FPQOS,442.06,702
IN00074641,NCQWY,236.05,584
IN00021039,CVXNG,124.83,439
IN00002037,HNQZB,726.41,12
IN00061202,MVGND,597.74,106
IN00058671,OPFTX,761.53,6
IN00026697,WLTBL,338.19,317
IN00056050,JXWDC,248.29,506
IN00002983,YBCMO,252.41,827
IN00083856,WXROQ,754.61,779
IN00011258,NAOHI,890.72,159
IN00048067,IRDVV,363.87,650
IN00007060,LPQOW,703.22,211
IN00050517,PKHTL,606.01,498
IN00033635,QEVFC,221.26,780
IN00074301,OAIGS,538.83,181
IN00085524,IZYPY,906.12,364
IN00045982,YFCAB,860.82,736
IN00020627,GWUKE,614.32,490
IN00038803,ZNGTK,55.94,128
IN00096425,SZYXD,460.26,425
IN00079360,DMYVH,397.12,489
IN00074918,XHPNM,981.06,416
IN00004511,OLZLM,881.58,112
IN00079254,KQJKW,625.15,211
IN00052929,RTXPD,172.13,638
IN00021584,NAJXS,620.32,285
IN00094497,DESTY,738.86,217
IN00040992,NIYGT,736.55,586
IN00043834,KMMBX,398.84,699
IN00076212,HSBJA,138.91,995
IN00044645,KRUVZ,171.17,933
IN00055370,XGMLU,187.83,66
IN00046448,QHQGV,253.19,59
IN00048419,GTEWY,39.46,783
IN00067446,FSJSD,457.91,785
IN00090173,WIMWK,40.95,23
IN00006364,KQOYZ,887.13,981
IN00083774,FQPEH,626.27,559
IN00097930,QCOBH,547.43,113
IN00043678,TQMML,746.37,932
IN00068183,AFXBZ,183.53,592
IN00077397,IGFZR,3.9,591
IN00009543,DZCKX,821.03,68
IN00035730,YCWRJ,613.97,133
IN00046075,OEOVC,976.85,691
IN00042330,MFNCG,291.98,876
IN00001915,KLMTB,7.56,146
IN00021418,RABGP,132.71,994
IN00033151,WHUHL,340.07,362
IN00088936,NXZUY,415.75,102
IN00069572,OWRGS,260.55,411
IN00009813,STGGW,430.87,194
IN00040036,TGCCF,501.92,179
IN00039521,LMRRA,148.69,19
IN00041289,NJLNX,984.35,89
IN00035771,VDJLJ,56.03,137
IN00086839,YKZYO,558.61,571
IN00057385,PDPDA,406.09,475
IN00037925,FFSAE,917.95,588
IN00011457,RJDVF,378.71,558
IN00057007,MXLZK,625.68,937
IN00074717,KJWRA,756.11,134
IN00000617,LWHBG,914.05,50
IN00063188,WIQEB,936.14,109
IN00002344,LWFFF,690.92,786
IN00020012,XHGMG,788.88,684
IN00010590,MDNWW,88.6,545
IN00061104,BDVRS,171.04,842
IN00081426,MEFHZ,560.11,183
IN00097984,JZHEC,919.5,87
IN00044582,NHXFA,797.5,568
IN00090279,OTKQT,163.68,731
IN00029905,WMNRW,418.35,7
IN00070874,RGUOL,588.19,428
IN00008696,KVTBU,691.44,276
IN00082168,NPKKW,850.3,922
IN00031116,BIMPZ,194.61,68
IN00071882,JDKLZ,774.32,629
IN00090323,RLFDZ,533.68,793
IN00052654,PDASX,20.75,961
IN00032454,RRGEQ,211.31,294
IN00047153,EUVZF,420.52,884
IN00094164,VDKOI,797.65,395
IN00081882,XYNUF,145.13,297
IN00060708,NYZHX,819.85,254
IN00082620,NRFBF,813.74,914
IN00095754,NWHCC,541.18,975
IN00014543,KZSKU,790.22,807
IN00056498,VFFMM,851.64,217
IN00053058,XGWJX,579.05,653
IN00078439,JEZXF,230.53,308
IN00077994,JSOWR,470.8,175
IN00022692,NYFYZ,27.11,743
IN00009975,RCFKK,968.39,940
IN00047000,RZHHM,126.25,1000
IN00022527,FYCPC,632.24,646
IN00052795,ZJMQS,678.65,152
IN00052993,ASBDR,172.86,530
IN00069086,RFKIQ,997.82,564
IN00049645,WTDJD,586.38,439
IN00045584,VVMWW,334.77,490
IN00038028,JTTKG,240.37,63
IN00064038,QJBHN,733.09,548
IN00020926,TVZGM,124.41,805
IN00082596,KESOW,627.32,135
IN00009826,TOONX,677.43,612
IN00040498,AFHHG,166.28,59
IN00064375,DIYYA,280.15,960
IN00048003,JSCEA,909.74,230
IN00016796,TWLCU,491.42,712
IN00036429,GDDGS,451.97,420
IN00029191,HDUSK,873.93,270
IN00001509,TBOKM,865.01,107
IN00067826,DAAUR,499.53,134
IN00067366,JRWUR,54.46,703
IN00036786,XBQSU,803.24,871
IN00064696,CCRCB,479.74,219
IN00072358,GBZLS,589.45,695
IN00029566,TYAVV,718.19,879
IN00034847,JHPPO,827,983
IN00063512,CRTSQ,369.77,801
IN00045328,NJILF,763.44,893
IN00086153,KKCCA,461.27,239
IN00031284,DQRQL,292.28,496
IN00069393,DDZGZ,184.77,23
IN00029386,KFMMH,87.03,763
IN00017769,IWYGW,929.79,672
IN00051790,ZVVNJ,733.53,602
IN00065953,VALGX,826.97,313
IN00038307,XUYAD,274.64,896
IN00099605,OWPPE,975.59,311
IN00025311,HLVCO,743.36,500
IN00095295,BCUVN,158.42,309
IN00037135,XKXNZ,260.96,687
IN00020048,NWQAS,970.74,548
IN00024786,ANWJR,574.14,408
IN00048972,BCVER,887.95,702
IN00023574,XIDKF,783.75,707
IN00014898,PXZNY,413.92,401
IN00003674,HYZOC,873.12,36
IN00099949,KMYYK,45.17,694
IN00016051,VXDFY,510.93,485
IN00051148,YMBWX,690,964
IN00058007,XVYMI,563.7,144
IN00020686,CHXIR,695.5,990
IN00015219,LLIXX,560.67,694
IN00038824,OSMFQ,654.27,46
IN00030198,SYLYW,542.27,702
IN00079861,QBSBL,654.69,778
IN00021878,FAMKX,837.68,251
IN00097860,YUOJA,433.7,935
IN00032946,YSTAU,187.81,930
IN00091111,RQHFT,104.35,857
IN00069092,TSUXC,146.31,955
IN00017500,SHKBV,978.81,452
IN00067927,LMMHW,580.78,345
IN00055659,IBRHJ,859.66,748
IN00091225,UIPIR,892.59,15
IN00053428,ULNHA,873.29,692
IN00079630,ZPWJA,108.93,599
IN00034770,UZOYU,308.17,275
IN00010098,KIAZQ,413.88,492
IN00023727,MEJFD,803.42,449
IN00056514,QLGYJ,673.37,21
IN00092740,FLKBQ,218.19,194
IN00099076,MMPLV,865.2,481
IN00029900,JOQUI,871.31,737
IN00019298,KIACL,377.3,575
IN00085351,TLAJN,380.76,74
IN00039950,JXIXT,764.37,289
IN00007710,NXNCT,292.82,114
IN00093353,THQCG,969.09,719
IN00059098,BHCOL,546.98,693
IN00088895,KHHWO,417.94,520
IN00061598,YWLFI,307.85,695
IN00089136,TBAWL,661.48,859
IN00006664,QXHJV,361.77,978
IN00079633,IBOCS,123.82,585
IN00023048,ISMHO,180.42,427
IN00087957,VKXYE,320.17,819
IN00034290,PKXDC,171.25,960
IN00056612,EMQUI,957.5,287
IN00069072,LPZCD,487.98,738
IN00067523,UYNXL,349.63,211
IN00011488,LSTSE,639.6,527
IN00049266,UPUBF,496.85,282
IN00051841,RWJLM,841.04,964
IN00044611,OPDRL,721.05,222
IN00085007,IZHEH,467.44,286
IN00099964,ABECN,439.07,120
IN00055808,GBVUP,290.38,226
IN00033765,PREYP,681.88,920
IN00022309,CHAUV,787.58,169
IN00038206,YWGCE,833.05,231
IN00042174,YRTZW,475.9,845
IN00021707,NWLFP,122.19,634
IN00030438,NLIBC,119.88,613
IN00076156,FKGRW,230.12,53
IN00094912,CBHTF,731.3,647
IN00002350,RCNPR,281.14,192
IN00041482,WXOQY,207.18,515
IN00034554,RAUZF,967.26,791
IN00061881,JUJYX,311.25,547
